dict_key,train_err_list,test_acc_dict,time_to_update_list,epochs_list,converge_test_accuracy
char_cnn_dropout_0.9,"[2.652002, 2.6450658, 2.5297225, 2.2467782, 2.0772667, 1.948323, 1.852669, 1.8035791, 1.7089554, 1.6296412, 1.5707667, 1.5367448, 1.506371, 1.4727552, 1.3893764, 1.381998, 1.3338772, 1.3058592, 1.2970451, 1.242948, 1.1865393, 1.2149383, 1.1613857, 1.1852384, 1.1301895, 1.1109489, 1.095363, 1.0952407, 1.0783974, 1.0253041, 1.0245636, 1.0501122, 1.008141, 1.0162842, 0.97279716, 0.95043814, 0.9594123]","[0.06428572, 0.068571426, 0.10714286, 0.21714285, 0.26857144, 0.28, 0.28, 0.30571428, 0.33714285, 0.38857144, 0.39285713, 0.40571427, 0.39857143, 0.40571427, 0.40571427, 0.42, 0.42285714, 0.41, 0.43857142, 0.43714285, 0.43857142, 0.43857142, 0.4485714, 0.45, 0.45, 0.4485714, 0.4542857, 0.46142858, 0.45714286, 0.4457143, 0.45, 0.43714285, 0.47285715, 0.45714286, 0.43714285, 0.4542857, 0.47428572]",261.81480050086975,37,0.47428572177886963
word_cnn_dropout_0.9,"[2.6517103, 2.6443245, 2.1119833, 1.4641489, 0.9040162, 0.5350798, 0.3547182, 0.16281654, 0.085360706, 0.08177814, 0.0613036, 0.039422743, 0.025404893, 0.031931814, 0.05540123, 0.036720086, 0.029572017, 0.020643434, 0.01357976, 0.009403608, 0.0077476376, 0.0068694125, 0.0059366175, 0.0047053867, 0.004437739, 0.003937847, 0.0038064283]","[0.071428575, 0.065714285, 0.14142857, 0.35857144, 0.51285714, 0.5971429, 0.6571429, 0.69, 0.6757143, 0.69142854, 0.73571426, 0.73, 0.7128571, 0.70714283, 0.72, 0.7557143, 0.73142856, 0.75285715, 0.73142856, 0.76, 0.76, 0.76, 0.76285714, 0.7614286, 0.75714284, 0.7614286, 0.75857145]",212.0196008682251,27,0.758571445941925
char_rnn_dropout_0.9,"[2.6521332, 2.6476629, 2.644519, 2.392847, 2.138509, 1.9357668, 1.8211124, 1.6862079, 1.6216856, 1.510889, 1.47797, 1.4054533, 1.3820952, 1.3130169, 1.2907932, 1.2459233, 1.1938524, 1.1674515, 1.2031403, 1.1389153, 1.1476868, 1.0954648, 1.0590593, 1.0380248, 1.0356425, 1.0374631, 0.97252786, 0.974514, 0.95562136, 0.9906952, 0.96255624, 0.94306445, 0.87138873]","[0.06714286, 0.07857143, 0.08571429, 0.16571428, 0.27571428, 0.32285714, 0.34714285, 0.37714285, 0.40428573, 0.42, 0.43571427, 0.42571428, 0.46, 0.44714287, 0.45142856, 0.43714285, 0.46857142, 0.45, 0.4485714, 0.44142857, 0.47, 0.4557143, 0.45857143, 0.46, 0.4342857, 0.4557143, 0.4557143, 0.46, 0.45285714, 0.45142856, 0.44714287, 0.44714287, 0.45142856]",237.16680145263672,33,0.4514285624027252
word_rnn_dropout_0.9,"[2.6523306, 2.1585753, 1.6912979, 1.0908666, 0.6308046, 0.33018884, 0.2251948, 0.13073793, 0.073371775, 0.04764362, 0.061994135, 0.1195914, 0.041526698, 0.06306033, 0.028620798, 0.01658247, 0.014425722, 0.010756205, 0.008304172, 0.007881851, 0.0071347305, 0.006171772, 0.0060161804, 0.0047953567, 0.004694931, 0.0045643225, 0.0045127356, 0.003396062]","[0.057142857, 0.15571429, 0.33571428, 0.54142857, 0.69285715, 0.75857145, 0.7885714, 0.83285713, 0.8371429, 0.8357143, 0.8242857, 0.81285715, 0.8442857, 0.8314286, 0.8214286, 0.8428571, 0.85, 0.8357143, 0.8371429, 0.8542857, 0.8485714, 0.8528572, 0.85, 0.85571426, 0.85142857, 0.8485714, 0.8471429, 0.8428571]",212.87759971618652,28,0.8428571224212646
char_rnn_rnn_decisionBASIC,"[2.6499374, 2.6455724, 2.6471772, 2.642652, 2.6436477, 2.6440856, 2.6456327, 2.640756, 2.6406512, 2.6424553, 2.6402087, 2.640876, 2.6413982, 2.6415577, 2.6412487, 2.6418352, 2.6407042, 2.6406872, 2.6411781, 2.6401832, 2.6398938, 2.6400368, 2.639829, 2.640645, 2.640368, 2.6403491, 2.6397004, 2.6401365, 2.6402988, 2.6396074, 2.6510658, 2.6737726]","[0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.06428572, 0.071428575, 0.071428575, 0.08, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.074285716, 0.071428575]",181.81799960136414,32,0.0714285746216774
word_rnn_rnn_decisionBASIC,"[2.646113, 2.6427, 2.6370974, 2.7415762, 2.6531587, 2.6469398, 2.6351285, 2.644764, 2.6382122, 2.6488168, 2.638476, 2.6361148, 2.6348376, 2.6504483, 2.6402247, 2.6347795, 2.640828, 2.6385245, 2.6341474, 2.637286, 2.6346471, 2.6387107, 2.632412, 2.632801, 2.6330998, 2.6410425, 2.635538, 2.6380472, 2.635877, 2.6423638, 2.6354144, 2.633331, 2.6350546, 2.641662, 2.6342313, 2.637566]","[0.071428575, 0.071428575, 0.06, 0.074285716, 0.08142857, 0.06285714, 0.07571428, 0.068571426, 0.08142857, 0.07285714, 0.071428575, 0.08142857, 0.07571428, 0.065714285, 0.08142857, 0.07571428, 0.07571428, 0.08, 0.084285714, 0.07857143, 0.07714286, 0.07, 0.08285714, 0.08285714, 0.08142857, 0.07714286, 0.08571429, 0.07571428, 0.08571429, 0.08, 0.08, 0.084285714, 0.084285714, 0.09142857, 0.07571428, 0.08571429]",210.13200116157532,36,0.08571428805589676
char_rnn_rnn_decisionLSTM,"[2.649824, 2.643801, 2.6428082, 2.6418858, 2.6429129, 2.644186, 2.6427145, 2.6411188, 2.6408653, 2.6414275, 2.6400604, 2.6401544, 2.6407273, 2.6413302, 2.6409543, 2.6405413, 2.6401513, 2.6402378, 2.6406446, 2.6402524, 2.6397963, 2.6394873, 2.6401298, 2.640059, 2.6397157, 2.6397054, 2.6396167, 2.6397192, 2.639924, 2.6397402, 2.639671, 2.6394498]","[0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575]",240.84839987754822,32,0.0714285746216774
word_rnn_rnn_decisionLSTM,"[2.6460273, 2.6436832, 2.641896, 2.6414924, 2.6438015, 2.650805, 2.645457, 2.6407912, 2.471784, 2.7788126, 2.6413808, 2.6381161, 2.6369812, 2.5994072, 2.349292, 2.249606, 2.118867, 2.1208236, 2.1191144, 2.1483855, 2.0352743, 1.927375, 1.8263487, 1.7917835, 1.7446427, 1.729093, 1.7040455, 1.6709958, 1.593708, 1.4814712, 1.4229436, 1.3053492, 1.207642, 0.9556295, 0.74208635, 0.59066623, 0.47070792, 0.376026, 0.24519579, 0.14935891, 0.09533995, 0.061455857, 0.059367746, 0.0448178, 0.040912915, 0.045367494, 0.02743662, 0.023995312, 0.020307265, 0.020435413, 0.01798458, 0.015685618, 0.0132835265, 0.011708889]","[0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.07714286, 0.07285714, 0.07285714, 0.12428571, 0.105714284, 0.07285714, 0.07285714, 0.07285714, 0.087142855, 0.13571429, 0.14428571, 0.17, 0.15857142, 0.16857143, 0.18142857, 0.17142858, 0.19285715, 0.23428571, 0.24142857, 0.25, 0.27285713, 0.28428572, 0.30285713, 0.3042857, 0.36714286, 0.31142858, 0.33857143, 0.35714287, 0.43285716, 0.43142858, 0.43285716, 0.48142856, 0.5, 0.47714287, 0.5328571, 0.51857144, 0.5257143, 0.53, 0.54714286, 0.5485714, 0.54, 0.5342857, 0.54142857, 0.54142857, 0.53571427, 0.5371429, 0.5385714, 0.54571426, 0.5485714]",408.6575996875763,54,0.5485714077949524
char_rnn_rnn_layer_2,"[2.6514847, 2.6449797, 2.6333718, 2.432387, 2.0965817, 1.9127147, 1.7748263, 1.7111683, 1.6179132, 1.5498786, 1.5033934, 1.4719557, 1.3909307, 1.3384851, 1.2715589, 1.254968, 1.2041131, 1.1765479, 1.1289998, 1.0857716, 1.0471274, 1.0242634, 1.0095208, 0.9791604, 0.9686906, 0.98165286, 0.93309915, 0.8785899, 0.95165503, 0.84603614, 0.8408616, 0.80975676, 1.1961055, 0.9594043, 0.82061386, 0.76152796, 0.7504554]","[0.071428575, 0.071428575, 0.11, 0.17571428, 0.29714286, 0.31714284, 0.35428572, 0.36571428, 0.37428573, 0.41142857, 0.40428573, 0.41857144, 0.44714287, 0.45714286, 0.47142857, 0.45714286, 0.46, 0.46142858, 0.47142857, 0.4942857, 0.47142857, 0.47428572, 0.47, 0.47857141, 0.48142856, 0.46571428, 0.49285713, 0.4642857, 0.4842857, 0.49142858, 0.47, 0.47285715, 0.46714285, 0.48142856, 0.4842857, 0.48285714, 0.49571428]",534.4715993404388,37,0.4957142770290375
word_rnn_rnn_layer_2,"[2.6271987, 2.0676417, 1.5947462, 0.84348476, 0.39900368, 0.20336777, 0.10519677, 0.08475749, 0.036106717, 0.019905636, 0.015341602, 0.011596414, 0.006924918, 0.0057012225, 0.004847989, 0.0041763014, 0.0036626447, 0.003248908, 0.0029058352, 0.0026260184, 0.0023844824, 0.0021721136, 0.0019949598, 0.0018392211, 0.001702729, 0.0015822906]","[0.07, 0.17857143, 0.28428572, 0.59, 0.73, 0.7828571, 0.75714284, 0.7871429, 0.7942857, 0.79142857, 0.81142855, 0.81714284, 0.81857145, 0.8157143, 0.81285715, 0.81142855, 0.81285715, 0.8157143, 0.8157143, 0.81857145, 0.82, 0.82285714, 0.82285714, 0.82285714, 0.82, 0.8157143]",194.73480010032654,26,0.8157142996788025
char_rnn_gradient_clipped,"[2.6508536, 2.6439192, 2.633508, 2.3367958, 2.0741932, 1.9359689, 1.8207313, 1.7666342, 1.6483508, 1.585609, 1.5287659, 1.4501158, 1.4219078, 1.3937504, 1.3939248, 1.3049418, 1.2775589, 1.2539417, 1.2702022, 1.162164, 1.2212276, 1.1572225, 1.1262134, 1.1113639, 1.0628357, 1.1189673, 1.0512091, 1.0164595, 1.0093946, 1.0070047, 0.9677782, 0.9463792]","[0.071428575, 0.071428575, 0.092857145, 0.20857143, 0.30285713, 0.31714284, 0.36714286, 0.36, 0.38857144, 0.39857143, 0.42714286, 0.42571428, 0.41714287, 0.42571428, 0.39571428, 0.45, 0.4342857, 0.41857144, 0.44714287, 0.44428572, 0.44142857, 0.46285716, 0.46857142, 0.4485714, 0.47428572, 0.46142858, 0.44142857, 0.46285716, 0.4642857, 0.44428572, 0.46142858, 0.47857141]",231.06719994544983,32,0.47857141494750977
word_rnn_gradient_clipped,"[2.6467526, 2.1230862, 1.3459316, 0.7872168, 0.39310357, 0.25702238, 0.12645166, 0.064199425, 0.079710595, 0.034078956, 0.031907696, 0.018705405, 0.020788888, 0.016510427, 0.014416676, 0.024825402, 0.030553406, 0.015298993, 0.011364429, 0.054314755, 0.022082172, 0.01568279, 0.009048718, 0.006782869, 0.0058229445, 0.005058678, 0.004793523, 0.0029081693, 0.002828222, 0.002381817, 0.0019093002, 0.0017284378, 0.0015931396, 0.0014821735, 0.0013855892, 0.0013016181, 0.0012256057, 0.0011576237, 0.0010954691, 0.0010389042, 0.0009874007, 0.0009392251]","[0.071428575, 0.14571428, 0.40857142, 0.5657143, 0.7242857, 0.68285716, 0.7871429, 0.79714286, 0.73714286, 0.80285716, 0.8214286, 0.81714284, 0.79, 0.80285716, 0.8042857, 0.79571426, 0.7614286, 0.79285717, 0.8, 0.7828571, 0.80714285, 0.80285716, 0.7985714, 0.7771429, 0.79285717, 0.7771429, 0.7842857, 0.79714286, 0.79285717, 0.7885714, 0.7942857, 0.80285716, 0.80714285, 0.80714285, 0.8057143, 0.8057143, 0.8057143, 0.8057143, 0.8042857, 0.8057143, 0.80714285, 0.80714285]",312.67079877853394,42,0.8071428537368774
