,early_stop_epoch,name,test_acc,time_taken_one_epoch,train_err
10,42,q5_char_rnn_0.3,"[0.071428575, 0.071428575, 0.07285714, 0.17428571, 0.21714285, 0.24142857, 0.2957143, 0.36857143, 0.42, 0.4, 0.3942857, 0.41, 0.42714286, 0.42142856, 0.4242857, 0.43285716, 0.43285716, 0.43714285, 0.43571427, 0.42857143, 0.44, 0.41142857, 0.43857142, 0.4485714, 0.43714285, 0.43285716, 0.44428572, 0.44428572, 0.42714286, 0.43, 0.45714286, 0.45, 0.4542857, 0.47, 0.42571428, 0.44142857, 0.46285716, 0.45857143, 0.45285714, 0.45285714, 0.46571428, 0.44428572]",7532.942811648051,"[2.648105, 2.6445096, 2.6330802, 2.420945, 2.222877, 2.0972598, 1.9694046, 1.832397, 1.73617, 1.6854018, 1.6612536, 1.5575863, 1.530276, 1.4524137, 1.4531336, 1.414465, 1.3606216, 1.3239217, 1.3012643, 1.2818863, 1.2062252, 1.2279915, 1.1921083, 1.1388518, 1.2500185, 1.1614227, 1.0972025, 1.1115038, 1.1214421, 1.2044563, 1.0913322, 1.0267023, 0.9933003, 1.0335654, 1.1271319, 1.0282764, 1.0029962, 0.952969, 0.9350189, 0.9589198, 0.9204517, 0.9090749]"
11,30,q5_word_rnn_0.3,"[0.071428575, 0.21142857, 0.57285714, 0.7, 0.75857145, 0.7942857, 0.82285714, 0.8257143, 0.8357143, 0.8371429, 0.83285713, 0.8442857, 0.83, 0.81714284, 0.78, 0.8457143, 0.8385714, 0.8314286, 0.8371429, 0.8385714, 0.8385714, 0.84, 0.8414286, 0.8414286, 0.8414286, 0.8442857, 0.8457143, 0.8457143, 0.8457143, 0.8457143]",7490.600053469339,"[2.647095, 2.031034, 1.2015544, 0.6543549, 0.35517898, 0.14685348, 0.0615142, 0.040217597, 0.02284653, 0.01587426, 0.01335489, 0.009688707, 0.009887777, 0.027979402, 0.035313565, 0.0102283405, 0.00581416, 0.0045435578, 0.0037770756, 0.003262166, 0.0029043944, 0.0026114509, 0.0023697643, 0.0021677401, 0.0019893176, 0.001836864, 0.0017010656, 0.0015836034, 0.0014774229, 0.0013829377]"
12,24,q5_char_cnn_0.5,"[0.23571429, 0.32714286, 0.37, 0.41428572, 0.43142858, 0.42, 0.42571428, 0.43714285, 0.43, 0.3942857, 0.42142856, 0.43142858, 0.41, 0.41857144, 0.40571427, 0.4157143, 0.41142857, 0.4157143, 0.40142858, 0.39714286, 0.41857144, 0.39571428, 0.4, 0.43857142]",716.3000106811523,"[2.2751384, 1.8434786, 1.4765772, 1.204574, 1.0177884, 0.8730245, 0.79344964, 0.6661043, 0.6225807, 0.57427335, 0.53204465, 0.4802056, 0.445636, 0.40800714, 0.37341657, 0.35542607, 0.355202, 0.41602394, 0.3702678, 0.35098463, 0.3009546, 0.38767958, 0.2776043, 0.26004797]"
13,23,q5_word_cnn_0.5,"[0.41, 0.70857143, 0.8042857, 0.82714283, 0.8242857, 0.8485714, 0.8471429, 0.8528572, 0.8585714, 0.86, 0.86, 0.86, 0.86142856, 0.85714287, 0.8585714, 0.8585714, 0.8585714, 0.85714287, 0.8585714, 0.85714287, 0.8585714, 0.85571426, 0.85714287]",232.64351098433787,"[1.5262843, 0.6488053, 0.17272857, 0.041002296, 0.018513551, 0.0068767327, 0.00281091, 0.0016886573, 0.0012466538, 0.0011121664, 0.0009986175, 0.00090791157, 0.0008354364, 0.0007851758, 0.0007568311, 0.00071434135, 0.00067971234, 0.00062509964, 0.00057990156, 0.0005297469, 0.00048699396, 0.00041950864, 0.0002742737]"
14,34,q5_char_rnn_0.5,"[0.071428575, 0.071428575, 0.11857143, 0.27285713, 0.32428572, 0.33714285, 0.3857143, 0.34428573, 0.37285715, 0.39, 0.39571428, 0.41714287, 0.42714286, 0.43285716, 0.4157143, 0.44714287, 0.44142857, 0.43857142, 0.44714287, 0.44, 0.45142856, 0.4542857, 0.43571427, 0.44428572, 0.44, 0.44285715, 0.43285716, 0.43285716, 0.44714287, 0.4542857, 0.43142858, 0.44714287, 0.44, 0.44285715]",7199.400039280162,"[2.6465826, 2.645679, 2.5212052, 2.1790314, 1.9150975, 1.8215481, 1.7165899, 1.6705519, 1.5875615, 1.5589739, 1.5171723, 1.4244655, 1.3848743, 1.3403343, 1.3025011, 1.2549673, 1.2727058, 1.212663, 1.2031139, 1.1270039, 1.1100876, 1.1006873, 1.08715, 1.0420564, 1.0462552, 1.0483, 1.0250218, 1.0758916, 0.9627004, 0.94130075, 0.9155621, 0.9484837, 0.9344898, 0.8984324]"
15,31,q5_word_rnn_0.5,"[0.122857146, 0.17142858, 0.4157143, 0.5442857, 0.6028572, 0.6942857, 0.7542857, 0.7728571, 0.75, 0.75714284, 0.79714286, 0.7771429, 0.8, 0.79142857, 0.81, 0.81285715, 0.81142855, 0.8157143, 0.81285715, 0.8157143, 0.82, 0.82, 0.82, 0.8214286, 0.82, 0.82285714, 0.82285714, 0.8214286, 0.81714284, 0.81857145, 0.8157143]",7764.584518248035,"[2.6123884, 2.061031, 1.4349921, 0.9879395, 0.79514205, 0.51910406, 0.2531774, 0.14136437, 0.11484003, 0.071588, 0.056598723, 0.07196057, 0.035927787, 0.023457227, 0.022814428, 0.015436705, 0.011054167, 0.009091406, 0.0077468627, 0.007036933, 0.0064696255, 0.0059671784, 0.005528845, 0.0050547314, 0.0045371703, 0.0032844914, 0.0028995539, 0.0025973604, 0.002356743, 0.0021850292, 0.00274039]"
16,23,q5_char_cnn_0.7,"[0.25, 0.33857143, 0.41285715, 0.43571427, 0.43285716, 0.42714286, 0.46142858, 0.42571428, 0.4485714, 0.4157143, 0.42857143, 0.4242857, 0.4457143, 0.43142858, 0.43714285, 0.44285715, 0.43, 0.43, 0.4242857, 0.40857142, 0.39857143, 0.39714286, 0.42571428]",714.9236409560494,"[2.2947276, 1.7374082, 1.4009718, 1.1715124, 0.9987626, 0.86412984, 0.80191183, 0.7258297, 0.6046325, 0.56096876, 0.5338165, 0.46240568, 0.41344598, 0.37736997, 0.37877068, 0.34913412, 0.32082865, 0.30087295, 0.3066015, 0.2909849, 0.30771825, 0.37966084, 0.3606223]"
17,26,q5_word_cnn_0.7,"[0.42714286, 0.73714286, 0.81142855, 0.82, 0.83285713, 0.85142857, 0.85571426, 0.8542857, 0.86285716, 0.86, 0.86, 0.86, 0.86, 0.86, 0.8585714, 0.86, 0.8585714, 0.8585714, 0.8585714, 0.85714287, 0.8585714, 0.86, 0.8585714, 0.8585714, 0.8585714, 0.8585714]",222.61145481696497,"[1.4515553, 0.35743603, 0.08565068, 0.020080544, 0.005338781, 0.0022534777, 0.001207149, 0.000827379, 0.00064681, 0.00053699897, 0.00044878805, 0.00038812618, 0.00033584685, 0.00029451645, 0.000260691, 0.00023165403, 0.00020708317, 0.00018710192, 0.0001695044, 0.00015403202, 0.00014217499, 0.00012991077, 0.000119819946, 0.000110749046, 0.000102224425, 9.500056e-05]"
18,38,q5_char_rnn_0.7,"[0.071428575, 0.071428575, 0.071428575, 0.19, 0.26714286, 0.34, 0.4, 0.40571427, 0.43285716, 0.44, 0.44714287, 0.44714287, 0.43, 0.45857143, 0.4485714, 0.45, 0.46714285, 0.46571428, 0.47142857, 0.45857143, 0.4542857, 0.47857141, 0.46285716, 0.45714286, 0.46857142, 0.46142858, 0.4842857, 0.4457143, 0.47285715, 0.4557143, 0.46, 0.46, 0.4857143, 0.47285715, 0.46142858, 0.47714287, 0.45857143, 0.45857143]",7406.496587552522,"[2.6492171, 2.6448023, 2.6439643, 2.5209055, 2.1866188, 1.9482858, 1.7312598, 1.610562, 1.5355434, 1.4648457, 1.4392185, 1.3574792, 1.3479185, 1.2685096, 1.222811, 1.2002941, 1.1972865, 1.1299149, 1.1058257, 1.0640782, 1.0714619, 1.0226369, 1.0778899, 1.0186527, 0.9698431, 0.9411644, 0.9194202, 0.938363, 0.8739863, 0.86670935, 1.1059742, 0.9095789, 0.8603003, 0.83305234, 0.8136847, 0.82980335, 0.79414296, 0.77031296]"
19,29,q5_word_rnn_0.7,"[0.07, 0.3157143, 0.43285716, 0.57285714, 0.70285714, 0.73571426, 0.7557143, 0.77428573, 0.79142857, 0.7557143, 0.7828571, 0.7728571, 0.78571427, 0.76428574, 0.78571427, 0.79, 0.7871429, 0.79571426, 0.81285715, 0.81285715, 0.81857145, 0.81857145, 0.82, 0.81857145, 0.81714284, 0.81857145, 0.81714284, 0.81714284, 0.8157143]",7948.005709154852,"[2.6410196, 1.8357788, 1.2418993, 0.8634406, 0.48863667, 0.22983314, 0.11432314, 0.0712425, 0.038479876, 0.051676773, 0.022895608, 0.017982135, 0.033562582, 0.022561952, 0.018722923, 0.025259564, 0.013374223, 0.008648198, 0.0066282353, 0.0045604035, 0.003850982, 0.0033916184, 0.0030490984, 0.0027705466, 0.002533175, 0.0023329095, 0.0021564935, 0.0020019591, 0.0018651033]"
20,24,q5_char_cnn_0.9,"[0.23285714, 0.35, 0.40714285, 0.40142858, 0.44428572, 0.44, 0.4342857, 0.42857143, 0.42857143, 0.44285715, 0.42714286, 0.42857143, 0.41857144, 0.41857144, 0.42714286, 0.41714287, 0.40142858, 0.42714286, 0.41714287, 0.42571428, 0.4242857, 0.42142856, 0.40428573, 0.40857142]",711.1045022805532,"[2.2074368, 1.6894078, 1.4076245, 1.2135229, 1.0122877, 0.90838844, 0.8480859, 0.72823036, 0.66503483, 0.6377579, 0.5676952, 0.50737095, 0.4867989, 0.45100886, 0.40654895, 0.3877722, 0.35972732, 0.3338736, 0.32793516, 0.2944366, 0.28938293, 0.2834983, 0.24938782, 0.22834404]"
21,23,q5_word_cnn_0.9,"[0.38285714, 0.75714284, 0.8157143, 0.80857146, 0.8214286, 0.8314286, 0.8385714, 0.8442857, 0.8428571, 0.8385714, 0.8442857, 0.84, 0.8414286, 0.8428571, 0.8428571, 0.8428571, 0.8428571, 0.8414286, 0.8414286, 0.8414286, 0.84, 0.8428571, 0.84]",229.93188318998918,"[1.4588037, 0.37322286, 0.07728088, 0.02555928, 0.010323837, 0.004698662, 0.0022020924, 0.0015240323, 0.0010323819, 0.0007674252, 0.00063140143, 0.0005526791, 0.0004774488, 0.00042579006, 0.00038087164, 0.00034206116, 0.00031080472, 0.00027980222, 0.00024928735, 0.00022493993, 0.00019681244, 0.00017904186, 0.0001547789]"
22,36,q5_char_rnn_0.9,"[0.071428575, 0.071428575, 0.21571429, 0.24428572, 0.30857143, 0.33571428, 0.37714285, 0.38, 0.3942857, 0.41857144, 0.38428572, 0.41142857, 0.41142857, 0.44, 0.42142856, 0.44, 0.45142856, 0.42571428, 0.43714285, 0.45285714, 0.43714285, 0.44285715, 0.43857142, 0.45, 0.46571428, 0.4557143, 0.46, 0.4542857, 0.45142856, 0.45142856, 0.44714287, 0.45857143, 0.45285714, 0.43857142, 0.45, 0.45]",7198.545773824056,"[2.6487653, 2.6423762, 2.4213917, 2.232767, 2.0373535, 1.860838, 1.7579266, 1.704052, 1.6101698, 1.5444987, 1.5048904, 1.4407115, 1.4190485, 1.31734, 1.3637756, 1.2744272, 1.2552698, 1.1940988, 1.3158262, 1.1327527, 1.1050677, 1.0804198, 1.067361, 1.0384226, 1.0065804, 1.0277643, 1.0489001, 0.9805557, 0.9760246, 0.95419693, 0.9207658, 0.9318002, 0.893593, 0.93618935, 0.9010155, 0.8978353]"
23,38,q5_word_rnn_0.9,"[0.108571425, 0.15571429, 0.34857142, 0.50714284, 0.62, 0.74857146, 0.7657143, 0.8, 0.7828571, 0.82, 0.8242857, 0.81857145, 0.81714284, 0.8242857, 0.82857144, 0.8214286, 0.8242857, 0.83, 0.8357143, 0.83428574, 0.83285713, 0.8371429, 0.8314286, 0.8314286, 0.82857144, 0.83, 0.82857144, 0.83285713, 0.83428574, 0.83285713, 0.8314286, 0.83428574, 0.8485714, 0.8485714, 0.8485714, 0.8428571, 0.8428571, 0.8428571]",7720.768439142327,"[2.6328926, 2.0421977, 1.7009598, 1.2427009, 0.77547926, 0.36597908, 0.16572283, 0.09243368, 0.061531775, 0.047852222, 0.05420996, 0.031648137, 0.033012286, 0.022339014, 0.02245292, 0.015298944, 0.010541967, 0.008694727, 0.007406423, 0.006263524, 0.0056170616, 0.0049935738, 0.0044152057, 0.0040790346, 0.004514195, 0.0042439695, 0.0036184401, 0.0031957834, 0.0027551465, 0.002250525, 0.0032883754, 0.0030627113, 0.001999542, 0.0016458287, 0.0014246865, 0.0012941564, 0.0011667818, 0.0010816443]"
24,32,q6a_char_rnn_BASIC,"[0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.07, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.07714286, 0.068571426, 0.058571428, 0.08285714, 0.07714286, 0.071428575, 0.07571428, 0.061428573]",5642.812475562096,"[2.648847, 2.64708, 2.6457226, 2.64264, 2.6457968, 2.6436524, 2.6443508, 2.640578, 2.6407635, 2.6426342, 2.6403515, 2.6409662, 2.6410127, 2.6416688, 2.6417835, 2.641065, 2.6407988, 2.6404912, 2.6409411, 2.6412218, 2.6400075, 2.6397405, 2.6403697, 2.6409853, 2.6739764, 2.6721313, 2.6719651, 2.6421669, 2.6466765, 2.639924, 2.660792, 2.659507]"
25,37,q6a_word_rnn_BASIC,"[0.07285714, 0.071428575, 0.071428575, 0.07285714, 0.07285714, 0.071428575, 0.065714285, 0.071428575, 0.074285716, 0.07, 0.08142857, 0.071428575, 0.07714286, 0.071428575, 0.071428575, 0.07571428, 0.07, 0.07, 0.07714286, 0.071428575, 0.071428575, 0.07, 0.07, 0.07285714, 0.06714286, 0.068571426, 0.07714286, 0.071428575, 0.071428575, 0.07714286, 0.07, 0.071428575, 0.07, 0.06285714, 0.071428575, 0.07285714, 0.07285714]",5951.610835822853,"[2.648301, 2.655076, 2.6454248, 2.6397195, 2.639532, 2.6426392, 2.645997, 2.641735, 2.638836, 2.631878, 2.6405423, 2.6367342, 2.6393538, 2.6384835, 2.6394079, 2.6338034, 2.6356115, 2.639881, 2.637763, 2.63739, 2.635171, 2.63426, 2.6364405, 2.6370666, 2.6337712, 2.6362705, 2.6366441, 2.6342669, 2.6340353, 2.63602, 2.6348407, 2.6333973, 2.6364088, 2.6343968, 2.633511, 2.6521692, 2.6535082]"
26,32,q6a_char_rnn_LSTM,"[0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575]",7562.58749961853,"[2.6508384, 2.6446316, 2.6432352, 2.642258, 2.6438386, 2.6437213, 2.6428533, 2.6406953, 2.641129, 2.6413176, 2.640105, 2.6408374, 2.641412, 2.6409035, 2.6413465, 2.6408806, 2.6399374, 2.6397514, 2.6404204, 2.64029, 2.6396904, 2.639403, 2.640068, 2.640243, 2.6396549, 2.6396937, 2.6394863, 2.6398475, 2.6401246, 2.6395774, 2.639655, 2.6394413]"
27,55,q6a_word_rnn_LSTM,"[0.071428575, 0.07285714, 0.071428575, 0.07285714, 0.07285714, 0.07285714, 0.07571428, 0.09857143, 0.17714286, 0.23571429, 0.18285714, 0.26, 0.26142856, 0.24285714, 0.25857142, 0.20142858, 0.22, 0.2242857, 0.23714286, 0.22285715, 0.25142857, 0.28714284, 0.34, 0.34142858, 0.21714285, 0.32, 0.29285714, 0.29285714, 0.3157143, 0.33857143, 0.33285713, 0.37714285, 0.43, 0.38428572, 0.4542857, 0.4942857, 0.54714286, 0.52, 0.5542857, 0.5285714, 0.56285715, 0.55285716, 0.56857145, 0.6028572, 0.5928571, 0.6, 0.5985714, 0.6185714, 0.57714283, 0.61285716, 0.6457143, 0.6142857, 0.61714286, 0.6342857, 0.5985714]",7910.618192499334,"[2.6448514, 2.6438336, 2.642409, 2.6404328, 2.6438117, 2.641702, 2.6392143, 2.6097045, 2.3701262, 2.1089694, 2.144568, 2.0275567, 2.0482392, 1.9494358, 1.9142632, 2.2106814, 2.0539749, 2.0163813, 1.9610296, 1.9286333, 1.8325413, 1.7098764, 1.5859563, 1.4223876, 1.7511594, 1.4453031, 1.3950052, 1.3419516, 1.2710104, 1.1912025, 1.1086712, 0.9803216, 0.9197922, 0.9569298, 0.6994932, 0.4846836, 0.38589308, 0.44375527, 0.29219666, 0.22633757, 0.16837463, 0.13452862, 0.1251058, 0.058332313, 0.044728212, 0.038974684, 0.030578235, 0.024294106, 0.053068146, 0.039535142, 0.034448855, 0.02550965, 0.019655997, 0.030172426, 0.042013407]"
28,41,q6b_char_rnn,"[0.071428575, 0.117142856, 0.17714286, 0.21, 0.29142857, 0.34285715, 0.36571428, 0.36, 0.3942857, 0.40428573, 0.41142857, 0.42142856, 0.44, 0.44285715, 0.4542857, 0.43142858, 0.4642857, 0.4642857, 0.45285714, 0.49, 0.47, 0.46571428, 0.47142857, 0.47714287, 0.47285715, 0.47714287, 0.48285714, 0.4642857, 0.47, 0.46571428, 0.48285714, 0.4642857, 0.4842857, 0.48285714, 0.48285714, 0.47857141, 0.47714287, 0.47714287, 0.46, 0.46714285, 0.4757143]",14769.775652303928,"[2.6491783, 2.521962, 2.3886197, 2.2197812, 2.0138607, 1.8507622, 1.7331207, 1.6619772, 1.5560356, 1.4989494, 1.4691274, 1.3962659, 1.3936785, 1.3229247, 1.2899511, 1.2733158, 1.236538, 1.2285239, 1.1852016, 1.1507344, 1.0970787, 1.0771605, 1.0973345, 1.0544922, 1.0131519, 1.0177677, 0.96768427, 0.9563893, 0.97669655, 0.92356753, 0.9043094, 0.8984743, 0.84417593, 0.85064995, 0.7943877, 0.8671079, 0.81783736, 0.79528326, 0.76478434, 0.7510767, 0.7183112]"
29,38,q6b_word_rnn,"[0.15857142, 0.32285714, 0.41714287, 0.36142856, 0.5371429, 0.6085714, 0.67142856, 0.70714283, 0.71, 0.6585714, 0.6857143, 0.6842857, 0.6585714, 0.71428573, 0.71428573, 0.74285716, 0.7242857, 0.74142855, 0.7228571, 0.72571427, 0.74, 0.7442857, 0.75285715, 0.75714284, 0.73142856, 0.7442857, 0.74285716, 0.74285716, 0.7442857, 0.73285717, 0.75714284, 0.75, 0.7385714, 0.75142854, 0.74857146, 0.75714284, 0.7614286, 0.75857145]",15765.442082756445,"[2.1178849, 1.5090615, 1.2008696, 1.0769299, 0.8170469, 0.58008426, 0.32061383, 0.2060616, 0.27438572, 0.47699633, 0.30652866, 0.18209898, 0.40418795, 0.16524512, 0.09110297, 0.060318727, 0.04152632, 0.036670614, 0.031314965, 0.025056008, 0.02883017, 0.02166761, 0.018687535, 0.015802102, 0.015319942, 0.013276093, 0.010588522, 0.010961302, 0.009828669, 0.00901781, 0.008040077, 0.007841638, 0.009061631, 0.0070775882, 0.005722853, 0.0049904916, 0.0044910265, 0.0046952977]"
