,early_stop_epoch,name,test_acc,time_taken_one_epoch,train_err
20,24,q5_char_cnn_0.9,"[0.22285715, 0.39142856, 0.42285714, 0.44714287, 0.44714287, 0.44, 0.42857143, 0.4542857, 0.45714286, 0.45, 0.44142857, 0.44, 0.4242857, 0.4457143, 0.4342857, 0.42857143, 0.43571427, 0.4157143, 0.41714287, 0.42571428, 0.43857142, 0.43, 0.42285714, 0.4242857]",733.8500519593557,"[2.2508667, 1.7637795, 1.4872471, 1.2973657, 1.1831185, 1.0634104, 1.0051861, 0.8818271, 0.85508317, 0.79634506, 0.7770887, 0.71139675, 0.7177474, 0.67178565, 0.64094317, 0.64947313, 0.6200371, 0.60983515, 0.56967205, 0.5609084, 0.5383462, 0.53088987, 0.52784026, 0.5245591]"
21,23,q5_word_cnn_0.9,"[0.18714286, 0.5857143, 0.70428574, 0.7385714, 0.7814286, 0.77, 0.7457143, 0.79285717, 0.77428573, 0.7728571, 0.7785714, 0.7828571, 0.7785714, 0.7757143, 0.80142856, 0.7871429, 0.82857144, 0.7714286, 0.79, 0.8042857, 0.8, 0.7871429, 0.80142856]",236.03475612142813,"[2.0434864, 0.80288386, 0.33063176, 0.19844894, 0.06350657, 0.041324228, 0.043582205, 0.029097486, 0.029534591, 0.035205517, 0.031378727, 0.028303865, 0.031636804, 0.019320577, 0.018285304, 0.028468639, 0.030797172, 0.031865276, 0.034774367, 0.039409697, 0.053944387, 0.059440013, 0.107812695]"
22,37,q5_char_rnn_0.9,"[0.071428575, 0.071428575, 0.11857143, 0.18285714, 0.22285715, 0.25142857, 0.31714284, 0.2957143, 0.34428573, 0.35714287, 0.38285714, 0.41, 0.38, 0.39857143, 0.3942857, 0.41428572, 0.4157143, 0.42571428, 0.42142856, 0.43571427, 0.44142857, 0.43857142, 0.44714287, 0.45714286, 0.45142856, 0.44285715, 0.44, 0.4557143, 0.4542857, 0.44, 0.4342857, 0.43571427, 0.4485714, 0.44285715, 0.4542857, 0.45285714, 0.43714285]",7585.394595120404,"[2.6533623, 2.647273, 2.566897, 2.3649309, 2.245588, 2.1345584, 1.9653848, 1.9444495, 1.7562618, 1.6767242, 1.6265132, 1.5580376, 1.5373437, 1.4736155, 1.4036103, 1.4460227, 1.3301169, 1.3049793, 1.2926708, 1.2430259, 1.2141956, 1.1806439, 1.1804141, 1.1627059, 1.1209621, 1.1097279, 1.1070012, 1.0742496, 1.0539687, 1.0307739, 1.0572381, 1.0371825, 1.0464331, 0.9971474, 0.9775139, 0.97619957, 0.99725145]"
23,29,q5_word_rnn_0.9,"[0.071428575, 0.15285714, 0.24571429, 0.34142858, 0.52428573, 0.67142856, 0.7185714, 0.75142854, 0.74714285, 0.75, 0.75142854, 0.73, 0.7614286, 0.75285715, 0.7285714, 0.75857145, 0.7557143, 0.73571426, 0.75142854, 0.76285714, 0.76, 0.76285714, 0.76714283, 0.7714286, 0.7714286, 0.7714286, 0.76428574, 0.7728571, 0.7614286]",7673.04828249175,"[2.6477268, 2.2884963, 1.9568458, 1.3741028, 0.7755875, 0.4196193, 0.20302051, 0.12545869, 0.09865123, 0.061632313, 0.066931926, 0.060625613, 0.047353953, 0.02731691, 0.030826425, 0.022708708, 0.0164798, 0.012398413, 0.008931539, 0.008393372, 0.00801559, 0.0074643022, 0.0065314337, 0.006340929, 0.005041512, 0.0049492326, 0.0048552784, 0.0043533472, 0.0041096164]"
24,32,q6a_char_rnn_BASIC,"[0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575]",5411.737464368343,"[2.646132, 2.6424296, 2.645861, 2.6421096, 2.6443725, 2.6453245, 2.6433444, 2.6418595, 2.6406722, 2.6420062, 2.6404693, 2.6405127, 2.6408935, 2.6404338, 2.6407657, 2.640402, 2.6405172, 2.6408913, 2.6418881, 2.640088, 2.6401308, 2.6398058, 2.6401136, 2.6405632, 2.6401918, 2.640045, 2.6411526, 2.6407337, 2.6402218, 2.6398363, 2.6397803, 2.6394722]"
25,37,q6a_word_rnn_BASIC,"[0.07285714, 0.06714286, 0.07285714, 0.074285716, 0.071428575, 0.06428572, 0.071428575, 0.07285714, 0.07285714, 0.071428575, 0.07285714, 0.071428575, 0.071428575, 0.07, 0.071428575, 0.071428575, 0.07285714, 0.07285714, 0.07571428, 0.08142857, 0.065714285, 0.068571426, 0.06428572, 0.07857143, 0.071428575, 0.058571428, 0.07285714, 0.071428575, 0.07285714, 0.06714286, 0.071428575, 0.07571428, 0.07571428, 0.074285716, 0.07285714, 0.074285716, 0.071428575]",5921.254022701366,"[2.6445858, 2.643047, 2.6255136, 2.6358514, 2.6453602, 2.6397984, 2.6346533, 2.6398315, 2.6391318, 2.6378527, 2.63647, 2.636268, 2.636377, 2.6368258, 2.6384823, 2.6357641, 2.6353838, 2.6334922, 2.636596, 2.6131303, 2.6352453, 2.6349905, 2.642585, 2.6358273, 2.634895, 2.6284137, 2.6361506, 2.6349645, 2.6326952, 2.63378, 2.6363773, 2.6341128, 2.63209, 2.6336393, 2.6307213, 2.6348052, 2.638638]"
26,32,q6a_char_rnn_LSTM,"[0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575, 0.071428575]",7681.050024926662,"[2.6465278, 2.644072, 2.6432405, 2.641461, 2.6433194, 2.643915, 2.642997, 2.6411302, 2.640635, 2.641565, 2.640323, 2.640018, 2.6405911, 2.6416676, 2.641429, 2.6409237, 2.6400704, 2.639974, 2.6406133, 2.639936, 2.6397007, 2.6394076, 2.6398785, 2.6399372, 2.6397488, 2.6398182, 2.6394737, 2.6397417, 2.639932, 2.6396189, 2.6396732, 2.6394112]"
27,50,q6a_word_rnn_LSTM,"[0.071428575, 0.071428575, 0.071428575, 0.07285714, 0.07285714, 0.07, 0.08285714, 0.16285715, 0.25428572, 0.3014286, 0.25, 0.36857143, 0.43714285, 0.45714286, 0.49857143, 0.5114286, 0.52428573, 0.5542857, 0.5228571, 0.50857145, 0.54, 0.54571426, 0.5857143, 0.5742857, 0.6185714, 0.6471428, 0.6742857, 0.67714286, 0.6457143, 0.6757143, 0.69142854, 0.70285714, 0.70714283, 0.7185714, 0.71428573, 0.6957143, 0.7057143, 0.70428574, 0.68857145, 0.69714284, 0.71, 0.71428573, 0.69857144, 0.7, 0.68714285, 0.69714284, 0.6842857, 0.7128571, 0.6957143, 0.7242857]",7880.807991027832,"[2.6469014, 2.6425316, 2.6437554, 2.6407, 2.642226, 2.6316216, 2.5690002, 2.1239102, 1.8437603, 1.4961351, 1.5307746, 1.086845, 0.90778255, 0.7496236, 0.63699824, 0.5730295, 0.5166781, 0.4772274, 0.5120561, 0.4434724, 0.41470987, 0.3827654, 0.37085906, 0.30567658, 0.2611444, 0.26643112, 0.14438885, 0.086855374, 0.117003836, 0.1159668, 0.09234798, 0.0635449, 0.050272394, 0.04633441, 0.041548543, 0.044771533, 0.03840665, 0.044789016, 0.075618856, 0.040403824, 0.039283663, 0.031224295, 0.039697703, 0.028543618, 0.025185926, 0.018729493, 0.019607712, 0.01603292, 0.015748398, 0.014371808]"
28,41,q6b_char_rnn,"[0.071428575, 0.10714286, 0.18714286, 0.26142856, 0.2957143, 0.33285713, 0.35142857, 0.34285715, 0.3857143, 0.40428573, 0.40285715, 0.4342857, 0.42, 0.45, 0.44428572, 0.44428572, 0.45285714, 0.44714287, 0.46714285, 0.48, 0.46714285, 0.46, 0.47285715, 0.46714285, 0.46857142, 0.47, 0.47142857, 0.46571428, 0.45142856, 0.48, 0.47285715, 0.46571428, 0.46857142, 0.47714287, 0.48285714, 0.4942857, 0.49, 0.48, 0.47714287, 0.48857144, 0.47142857]",14120.663416094896,"[2.6509838, 2.5882869, 2.3419173, 2.138345, 1.9430805, 1.8203026, 1.7131464, 1.6824421, 1.5681571, 1.5077349, 1.4556983, 1.4300607, 1.3751551, 1.3257239, 1.2454015, 1.2936827, 1.2251434, 1.1822698, 1.1653414, 1.102012, 1.0692089, 1.0730146, 1.0243834, 1.036875, 1.0160204, 0.984923, 0.925163, 0.9422339, 0.9318803, 0.8814272, 0.8733889, 0.8625031, 0.8242306, 0.81856406, 0.78192043, 0.77467316, 0.75606996, 0.70520955, 0.7227205, 0.7085817, 0.7321995]"
29,48,q6b_word_rnn,"[0.14142857, 0.16857143, 0.28285715, 0.45142856, 0.5342857, 0.6142857, 0.6842857, 0.7057143, 0.7057143, 0.7228571, 0.71, 0.7228571, 0.72, 0.73285717, 0.73714286, 0.72, 0.7171429, 0.7185714, 0.7457143, 0.71428573, 0.7342857, 0.6528571, 0.7114286, 0.75714284, 0.73571426, 0.75142854, 0.6785714, 0.7557143, 0.74142855, 0.76857144, 0.7828571, 0.7757143, 0.77428573, 0.7842857, 0.7757143, 0.7785714, 0.78, 0.7814286, 0.7814286, 0.7757143, 0.7771429, 0.7757143, 0.7757143, 0.7757143, 0.7757143, 0.7757143, 0.7771429, 0.7771429]",15175.87499320507,"[2.4229145, 2.2883325, 1.7484816, 1.0767262, 0.6806345, 0.43397692, 0.27981424, 0.13474701, 0.08973711, 0.07375568, 0.04703381, 0.034785528, 0.02862021, 0.021787737, 0.01765435, 0.020410547, 0.016464682, 0.02145819, 0.034244556, 0.058843456, 0.05577642, 0.07371097, 0.045277793, 0.043079987, 0.02766481, 0.017874232, 0.07054771, 0.017548023, 0.015069168, 0.01167986, 0.0073209736, 0.0061831158, 0.0052820337, 0.0045939316, 0.004059481, 0.0036206902, 0.003161363, 0.0033339283, 0.0030001155, 0.0026731396, 0.0022885087, 0.0020562771, 0.0018892727, 0.0017528209, 0.0016355505, 0.0015333525, 0.0014542908, 0.0013709335]"
30,37,q6c_char_rnn,"[0.071428575, 0.122857146, 0.20285714, 0.2642857, 0.31, 0.34857142, 0.3557143, 0.36285713, 0.39285713, 0.4242857, 0.42714286, 0.43142858, 0.42857143, 0.4557143, 0.4342857, 0.45, 0.44428572, 0.47714287, 0.46571428, 0.47285715, 0.47428572, 0.47, 0.48142856, 0.49571428, 0.48857144, 0.49, 0.5042857, 0.47428572, 0.46, 0.47857141, 0.47142857, 0.48, 0.45857143, 0.47428572, 0.46714285, 0.4857143, 0.45142856]",14476.378382863226,"[2.6527328, 2.5998523, 2.366609, 2.0177643, 1.9100285, 1.7819369, 1.7420238, 1.6391523, 1.5947832, 1.4947551, 1.4523207, 1.3922434, 1.3810371, 1.2937868, 1.263841, 1.2252319, 1.1698068, 1.1073409, 1.107289, 1.0616666, 1.0528454, 1.0286305, 0.97336185, 0.96892494, 0.9635652, 0.9467113, 0.90156555, 0.8922046, 0.8881447, 0.81162196, 0.82446104, 0.77946633, 0.7697348, 0.7285039, 0.75439775, 0.6971086, 0.6961849]"
31,28,q6c_word_rnn,"[0.122857146, 0.21714285, 0.33142856, 0.42142856, 0.52, 0.6157143, 0.69714284, 0.70857143, 0.7228571, 0.7185714, 0.7228571, 0.70285714, 0.7128571, 0.72571427, 0.73571426, 0.7542857, 0.74857146, 0.75142854, 0.73285717, 0.74714285, 0.7442857, 0.74142855, 0.7542857, 0.75285715, 0.74142855, 0.7442857, 0.73714286, 0.73714286]",15218.35709469659,"[2.2488382, 1.8809173, 1.5534991, 1.1975858, 0.9104311, 0.5379178, 0.27644277, 0.13408558, 0.090028495, 0.051625438, 0.03868363, 0.10065233, 0.04801453, 0.023035973, 0.015629213, 0.012698039, 0.011014018, 0.012203491, 0.009047547, 0.0077083707, 0.007032534, 0.0063866326, 0.005650553, 0.005883725, 0.009229712, 0.0056711715, 0.0044249967, 0.008675891]"
